Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,NON-CITRUS TOTALS,"NON-CITRUS TOTALS, (EXCL BERRIES) - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,4,36.8
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,ORCHARDS,ORCHARDS - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,19,22.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),4,36.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES),1,40.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,5,27.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,PEACHES,PEACHES - ACRES BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,PEACHES,PEACHES - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,2,35.2
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,2,37.5
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,PEARS,PEARS - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED, (Z),52.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,PEARS,PEARS - ACRES NON-BEARING,TOTAL,NOT SPECIFIED, (Z),60.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,PEARS,PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,3,50.8
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,PEARS,PEARS - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,3,59.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,RASPBERRIES,RASPBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2,40.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,2,45.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1,26
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,27.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,TREE NUT TOTALS,TREE NUT TOTALS - ACRES BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,TREE NUT TOTALS,TREE NUT TOTALS - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,TREE NUT TOTALS,TREE NUT TOTALS - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,1,77.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,TREE NUT TOTALS,TREE NUT TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,1,69.2
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,WALNUTS,"WALNUTS, ENGLISH - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,WALNUTS,"WALNUTS, ENGLISH - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,WALNUTS,"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,,,WALNUTS,"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,APPLES,APPLES - ACRES BEARING,TOTAL,NOT SPECIFIED,30,24.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,APPLES,APPLES - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,46,25.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,APPLES,APPLES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,16,49
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,APPLES,APPLES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,8,34.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,APPLES,APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,12,32.5
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,APPLES,APPLES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,10,42.4
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,9,31.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,13,23
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,13,24.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BERRY TOTALS,"BERRY TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED,5,36.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,5,36.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN",TOTAL,NOT SPECIFIED,1,76.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1,52.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,4,45.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,56
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,3,37.8
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,40
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,CHERRIES,"CHERRIES, SWEET - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,CHERRIES,"CHERRIES, SWEET - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,CHERRIES,"CHERRIES, SWEET - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,2,57.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,CHERRIES,"CHERRIES, SWEET - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,2,67.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,CHERRIES,"CHERRIES, TART - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,CHERRIES,"CHERRIES, TART - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,CHERRIES,"CHERRIES, TART - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,2,63.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,CHERRIES,"CHERRIES, TART - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,2,74.2
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,FRUIT & TREE NUT TOTALS,FRUIT & TREE NUT TOTALS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,22,22.2
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS, (EXCL BERRIES) - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,9,30.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS, (EXCL BERRIES) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"51,000",17.2
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,GRAPES,GRAPES - ACRES BEARING,TOTAL,NOT SPECIFIED,11,22
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,GRAPES,GRAPES - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,22,23.2
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,GRAPES,GRAPES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,11,97.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,GRAPES,GRAPES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,7,33.2
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,GRAPES,GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,9,34.8
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,GRAPES,GRAPES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,4,52.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,NON-CITRUS TOTALS,"NON-CITRUS TOTALS, (EXCL BERRIES) - ACRES BEARING",TOTAL,NOT SPECIFIED,44,21.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,NON-CITRUS TOTALS,"NON-CITRUS TOTALS, (EXCL BERRIES) - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,75,21.8
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,NON-CITRUS TOTALS,"NON-CITRUS TOTALS, (EXCL BERRIES) - ACRES NON-BEARING",TOTAL,NOT SPECIFIED,31,45
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,NON-CITRUS TOTALS,"NON-CITRUS TOTALS, (EXCL BERRIES) - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,13,28.5
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,NON-CITRUS TOTALS,"NON-CITRUS TOTALS, (EXCL BERRIES) - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,17,27.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,NON-CITRUS TOTALS,"NON-CITRUS TOTALS, (EXCL BERRIES) - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,13,36.8
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,ORCHARDS,ORCHARDS - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,75,22.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),12,36.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 99.9 ACRES),1,36.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES),4,40.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,17,27.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,ORCHARDS,"ORCHARDS, IRRIGATED - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,60.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEACHES,PEACHES - ACRES BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEACHES,PEACHES - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,4,28.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEACHES,PEACHES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,3,35.2
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,5,37.5
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEACHES,PEACHES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,5,55.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEARS,PEARS - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,2,52.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEARS,PEARS - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,2,60.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEARS,PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,6,50.8
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PEARS,PEARS - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,6,59.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PLUMS & PRUNES,PLUMS & PRUNES - ACRES BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PLUMS & PRUNES,PLUMS & PRUNES - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,1,36.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PLUMS & PRUNES,PLUMS & PRUNES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,2,50.5
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,3,53.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,1,71.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,RASPBERRIES,RASPBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,4,40.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,4,45.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,2,30
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2,29.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,7,26
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,7,27.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,APPLES,APPLES - ACRES BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,APPLES,APPLES - ACRES BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,33,25.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,APPLES,APPLES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,APPLES,APPLES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,7,34.7
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,APPLES,APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,TOTAL,NOT SPECIFIED,8,32.5
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,APPLES,APPLES - OPERATIONS WITH AREA NON-BEARING,TOTAL,NOT SPECIFIED,2,42.4
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,43,31.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,9,23
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,7,24.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BERRY TOTALS,"BERRY TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED,1,36.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,4,36.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN",TOTAL,NOT SPECIFIED,17,76.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,17,52.1
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,9,45.6
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,9,56
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES NOT HARVESTED",TOTAL,NOT SPECIFIED,3,68.5
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,5,37.8
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,40
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,,,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA NOT HARVESTED",TOTAL,NOT SPECIFIED,3,41.4
