"GEOID","COMPOUND","YEAR","STATE_FIPS_CODE","COUNTY_FIPS_CODE","KG_EPhigh","KG_EPlow","USPS","ANSICODE","NAME","POP10","HU10","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","density_low","density_high"
39035,"ACETAMIPRID",2008,39,35,0.1,NA,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,NA,0.000218726965316465
39035,"IMIDACLOPRID",2010,39,35,1.7,1.7,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,0.00371835841037991,0.00371835841037991
39035,"ACETAMIPRID",2009,39,35,0.1,0.1,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,0.000218726965316465,0.000218726965316465
39035,"ACETAMIPRID",2006,39,35,0.2,NA,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,NA,0.00043745393063293
39035,"IMIDACLOPRID",2009,39,35,1.5,0.2,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,0.00043745393063293,0.00328090447974698
39035,"THIAMETHOXAM",2007,39,35,0.3,0.2,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,0.00043745393063293,0.000656180895949395
39035,"IMIDACLOPRID",2008,39,35,0.7,0.2,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,0.00043745393063293,0.00153108875721526
39035,"ACETAMIPRID",2005,39,35,0.7,NA,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,NA,0.00153108875721526
39035,"THIAMETHOXAM",2008,39,35,0.5,0.5,"OH",1074030,"Cuyahoga County",1280122,621763,1184118946,2041935958,457.191,788.396,41.760392,-81.724217,0.00109363482658233,0.00109363482658233
39037,"CLOTHIANIDIN",2007,39,37,754.7,754.7,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,1.26182912556429,1.26182912556429
39037,"IMIDACLOPRID",1995,39,37,1.1,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00183915733154991
39037,"FIPRONIL",2000,39,37,107,107,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.178899849523491,0.178899849523491
39037,"FIPRONIL",1999,39,37,224.1,224.1,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.374686507273031,0.374686507273031
39037,"ACETAMIPRID",2007,39,37,2.3,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00384551078414981
39037,"CLOTHIANIDIN",2005,39,37,271.3,271.3,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.453603076408627,0.453603076408627
39037,"THIAMETHOXAM",2003,39,37,0.1,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.000167196121049992
39037,"ACETAMIPRID",2011,39,37,1.9,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00317672629994984
39037,"FIPRONIL",2003,39,37,148.9,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.248955024243438
39037,"THIAMETHOXAM",2009,39,37,572.5,572.5,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.957197793011202,0.957197793011202
39037,"FIPRONIL",1998,39,37,74.1,74.1,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.123892325698044,0.123892325698044
39037,"CLOTHIANIDIN",2004,39,37,230.6,230.6,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.385554255141281,0.385554255141281
39037,"FIPRONIL",2004,39,37,132.4,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.221367664270189
39037,"IMIDACLOPRID",1999,39,37,47.5,47.3,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.079083765256646,0.079418157498746
39037,"THIACLOPRID",2008,39,37,2.6,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00434709914729978
39037,"IMIDACLOPRID",2001,39,37,28.9,28,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.0468149138939977,0.0483196789834476
39037,"THIACLOPRID",2004,39,37,1.4,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00234074569469988
39037,"FIPRONIL",2007,39,37,53.5,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.0894499247617455
39037,"THIACLOPRID",2007,39,37,1.8,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00300953017889985
39037,"FIPRONIL",2002,39,37,110.1,110.1,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.184082929276041,0.184082929276041
39037,"CLOTHIANIDIN",2010,39,37,553.9,519.6,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.868751044975757,0.926099314495904
39037,"CLOTHIANIDIN",2006,39,37,280.9,280.9,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.469653904029426,0.469653904029426
39037,"IMIDACLOPRID",1996,39,37,0.9,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00150476508944992
39037,"CLOTHIANIDIN",2008,39,37,931.2,931.2,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,1.55693027921752,1.55693027921752
39037,"FIPRONIL",2001,39,37,324.8,324.8,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.543053001170373,0.543053001170373
39037,"THIACLOPRID",2006,39,37,0.7,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00117037284734994
39037,"IMIDACLOPRID",2007,39,37,215.9,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.360976425346932
39037,"CLOTHIANIDIN",2009,39,37,755.6,755.6,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,1.26333389065374,1.26333389065374
39037,"THIAMETHOXAM",2004,39,37,97.1,97.1,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.162347433539542,0.162347433539542
39037,"IMIDACLOPRID",2004,39,37,201.3,198,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.331048319678983,0.336565791673633
39037,"ACETAMIPRID",2003,39,37,0.5,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.000835980605249958
39037,"IMIDACLOPRID",2000,39,37,0.2,0.1,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.000167196121049992,0.000334392242099983
39037,"IMIDACLOPRID",1998,39,37,0.2,0.2,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.000334392242099983,0.000334392242099983
39037,"ACETAMIPRID",2010,39,37,0.2,0.2,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.000334392242099983,0.000334392242099983
39037,"FIPRONIL",2009,39,37,83.7,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.139943153318843
39037,"IMIDACLOPRID",2003,39,37,0.6,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00100317672629995
39037,"IMIDACLOPRID",2011,39,37,1200.3,1168.7,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,1.95402106671125,2.00685504096305
39037,"IMIDACLOPRID",2005,39,37,22.8,21.6,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.0361143621467982,0.0381207155993981
39037,"FIPRONIL",2008,39,37,42.8,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.0715599398093964
39037,"IMIDACLOPRID",2006,39,37,92.6,52.1,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.0871091790670456,0.154823608092292
39037,"FIPRONIL",2006,39,37,119.3,119.3,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.19946497241264,0.19946497241264
39037,"THIAMETHOXAM",2011,39,37,422.7,422.7,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.706738003678315,0.706738003678315
39037,"FIPRONIL",2005,39,37,24.4,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.040795853536198
39037,"CLOTHIANIDIN",2011,39,37,856,771.5,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,1.28991807390069,1.43119879618793
39037,"THIAMETHOXAM",2010,39,37,1233.2,1233.2,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,2.0618625647885,2.0618625647885
39037,"IMIDACLOPRID",1997,39,37,1.3,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00217354957364989
39037,"ACETAMIPRID",2008,39,37,0.5,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.000835980605249958
39037,"IMIDACLOPRID",2008,39,37,42.3,0.1,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.000167196121049992,0.0707239592041465
39037,"IMIDACLOPRID",2002,39,37,1.2,1.2,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.0020063534525999,0.0020063534525999
39037,"IMIDACLOPRID",2010,39,37,611.9,611.9,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,1.0230730647049,1.0230730647049
39037,"ACETAMIPRID",2006,39,37,1.1,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00183915733154991
39037,"ACETAMIPRID",2005,39,37,2,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00334392242099983
39037,"THIAMETHOXAM",2006,39,37,284.7,284.7,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.476007356629326,0.476007356629326
39037,"ACETAMIPRID",2009,39,37,3.1,NA,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,NA,0.00518307975254974
39037,"IMIDACLOPRID",2009,39,37,619.4,615.2,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,1.02859053669955,1.03561277378365
39037,"THIAMETHOXAM",2008,39,37,545.6,545.6,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.912222036448754,0.912222036448754
39037,"THIAMETHOXAM",2007,39,37,149.4,149.2,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.249456612606587,0.249791004848688
39037,"THIAMETHOXAM",2005,39,37,290.9,290.9,"OH",1074031,"Darke County",52959,22730,1549072326,4291078,598.1,1.657,40.132176,-84.620438,0.486373516134426,0.486373516134426
39039,"FIPRONIL",2003,39,39,33.1,33.1,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.0804452437661012,0.0804452437661012
39039,"IMIDACLOPRID",1999,39,39,0.2,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.000486073980459826
39039,"IMIDACLOPRID",1995,39,39,0.6,0.4,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.000972147960919652,0.00145822194137948
39039,"FIPRONIL",2000,39,39,41.3,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.100374276964954
39039,"ACETAMIPRID",2011,39,39,5.8,5.8,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.014096145433335,0.014096145433335
39039,"ACETAMIPRID",2007,39,39,2.2,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00534681378505809
39039,"THIACLOPRID",2006,39,39,1.6,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00388859184367861
39039,"CLOTHIANIDIN",2005,39,39,146.6,146.6,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.356292227677052,0.356292227677052
39039,"THIAMETHOXAM",2009,39,39,357.4,357.3,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.868371166091479,0.868614203081709
39039,"FIPRONIL",1998,39,39,36.3,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.0882224274534584
39039,"CLOTHIANIDIN",2007,39,39,245.2,245.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.595926700043747,0.595926700043747
39039,"THIACLOPRID",2011,39,39,2.7,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00656199873620765
39039,"FIPRONIL",2007,39,39,15.9,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.0386428814465562
39039,"CLOTHIANIDIN",2008,39,39,299.3,299.3,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.72740971175813,0.72740971175813
39039,"CLOTHIANIDIN",2004,39,39,50.6,50.6,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.122976717056336,0.122976717056336
39039,"THIACLOPRID",2008,39,39,2.5,2.5,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.00607592475574783,0.00607592475574783
39039,"CLOTHIANIDIN",2006,39,39,202.1,202.1,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.491177757254654,0.491177757254654
39039,"FIPRONIL",1999,39,39,1.2,1.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.00291644388275896,0.00291644388275896
39039,"IMIDACLOPRID",2001,39,39,0.6,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00145822194137948
39039,"THIACLOPRID",2007,39,39,1.7,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00413162883390852
39039,"THIACLOPRID",2004,39,39,1.4,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00340251786321878
39039,"CLOTHIANIDIN",2010,39,39,292.2,292.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.710154085451806,0.710154085451806
39039,"ACETAMIPRID",2004,39,39,0.3,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.000729110970689739
39039,"IMIDACLOPRID",1996,39,39,0.5,0.5,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.00121518495114956,0.00121518495114956
39039,"FIPRONIL",2004,39,39,48.2,48.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.117143829290818,0.117143829290818
39039,"IMIDACLOPRID",2004,39,39,72.6,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.176444854906917
39039,"FIPRONIL",2002,39,39,148.1,148.1,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.359937782530501,0.359937782530501
39039,"IMIDACLOPRID",2000,39,39,0.5,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00121518495114956
39039,"FIPRONIL",2001,39,39,41.8,41.8,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.101589461916104,0.101589461916104
39039,"IMIDACLOPRID",2006,39,39,55.1,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.133913381616682
39039,"THIAMETHOXAM",2004,39,39,4.8,4.8,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.0116657755310358,0.0116657755310358
39039,"THIAMETHOXAM",2011,39,39,384.7,383.3,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.931560783551257,0.934963301414475
39039,"FIPRONIL",2009,39,39,31.2,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.0758275409517329
39039,"IMIDACLOPRID",2011,39,39,682.7,682.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,1.65799834734847,1.65921353229962
39039,"ACETAMIPRID",2010,39,39,7.3,7.3,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.0177417002867836,0.0177417002867836
39039,"IMIDACLOPRID",2007,39,39,113.3,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.275360909930491
39039,"IMIDACLOPRID",2003,39,39,0.2,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.000486073980459826
39039,"FIPRONIL",2006,39,39,33.4,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.0811743547367909
39039,"ACETAMIPRID",2003,39,39,0.6,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00145822194137948
39039,"CLOTHIANIDIN",2009,39,39,491.2,491.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,1.19379769600933,1.19379769600933
39039,"IMIDACLOPRID",2005,39,39,10.4,10.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.0247897730034511,0.025275846983911
39039,"FIPRONIL",2005,39,39,77,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.187138482477033
39039,"CLOTHIANIDIN",2011,39,39,470.4,414.3,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,1.00690225052253,1.14324600204151
39039,"THIACLOPRID",2009,39,39,0.8,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.0019442959218393
39039,"THIAMETHOXAM",2010,39,39,326.8,326.8,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.794244884071356,0.794244884071356
39039,"IMIDACLOPRID",1997,39,39,0.3,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.000729110970689739
39039,"FIPRONIL",2008,39,39,17.5,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.0425314732902348
39039,"IMIDACLOPRID",1998,39,39,0.1,0.1,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.000243036990229913,0.000243036990229913
39039,"THIAMETHOXAM",2006,39,39,236,235.8,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.573081222962135,0.573567296942595
39039,"IMIDACLOPRID",2002,39,39,0.2,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.000486073980459826
39039,"THIAMETHOXAM",2007,39,39,240,239.8,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.582802702571331,0.583288776551791
39039,"ACETAMIPRID",2009,39,39,2,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00486073980459826
39039,"IMIDACLOPRID",2010,39,39,950.2,938.5,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,2.28090215330773,2.30933748116463
39039,"THIAMETHOXAM",2005,39,39,59.2,59.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.143877898216108,0.143877898216108
39039,"ACETAMIPRID",2008,39,39,0.5,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00121518495114956
39039,"ACETAMIPRID",2005,39,39,4.6,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.011179701550576
39039,"IMIDACLOPRID",2008,39,39,31,30.9,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.0750984299810431,0.075341466971273
39039,"THIAMETHOXAM",2008,39,39,351.5,351.5,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.854275020658144,0.854275020658144
39039,"IMIDACLOPRID",2009,39,39,197.2,196.2,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,0.476838574831089,0.479268944733388
39039,"ACETAMIPRID",2006,39,39,1.2,NA,"OH",1074032,"Defiance County",39037,16729,1065675702,7069453,411.46,2.73,41.321679,-84.486433,NA,0.00291644388275896
39041,"IMIDACLOPRID",1995,39,41,9.8,9.8,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.0221170034619881,0.0221170034619881
39041,"IMIDACLOPRID",1999,39,41,2.4,2.4,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.00541640901109912,0.00541640901109912
39041,"ACETAMIPRID",2011,39,41,1.4,NA,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,NA,0.00315957192314116
39041,"CLOTHIANIDIN",2007,39,41,122.4,122.4,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.276236859566055,0.276236859566055
39041,"FIPRONIL",2000,39,41,76.6,NA,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,NA,0.17287372093758
39041,"FIPRONIL",2003,39,41,27.7,NA,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,NA,0.0625143873364357
39041,"CLOTHIANIDIN",2005,39,41,101.9,101.9,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.229971699262917,0.229971699262917
39041,"FIPRONIL",1998,39,41,31.8,31.8,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.0717674193970634,0.0717674193970634
39041,"ACETAMIPRID",2007,39,41,0.6,NA,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,NA,0.00135410225277478
39041,"FIPRONIL",2002,39,41,27.3,NA,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,NA,0.0616116525012525
39041,"FIPRONIL",1999,39,41,42.6,42.6,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.0961412599470095,0.0961412599470095
39041,"THIACLOPRID",2006,39,41,0.4,0.4,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.000902734835183187,0.000902734835183187
39041,"IMIDACLOPRID",1996,39,41,2,2,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.00451367417591594,0.00451367417591594
39041,"IMIDACLOPRID",2001,39,41,1.3,0.1,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.000225683708795797,0.00293388821434536
39041,"THIAMETHOXAM",2009,39,41,162,124.8,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.281653268577154,0.365607608249191
39041,"FIPRONIL",2007,39,41,15.5,NA,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,NA,0.0349809748633485
39041,"CLOTHIANIDIN",2004,39,41,68.1,68.1,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.153690605689938,0.153690605689938
39041,"IMIDACLOPRID",2006,39,41,43.9,1.8,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.00406230675832434,0.0990751481613548
39041,"CLOTHIANIDIN",2010,39,41,184.9,184.9,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.417289177563428,0.417289177563428
39041,"FIPRONIL",2001,39,41,107.5,NA,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,NA,0.242609986955482
39041,"CLOTHIANIDIN",2009,39,41,253.6,253.6,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.572333885506141,0.572333885506141
39041,"CLOTHIANIDIN",2006,39,41,122.9,122.9,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.277365278110034,0.277365278110034
39041,"THIAMETHOXAM",2011,39,41,225.6,222.4,"OH",1074033,"Delaware County",174214,66378,1147617685,36859321,443.098,14.231,40.278941,-83.007462,0.501920568361852,0.509142447043318
