"SiteID","SeqID","duration","SiteDate","Week","mean.temp","mean.cloud","mean.wind","start.hour","ord.date","num.species","CommonName","Total","Num.Obs","Longitude","Latitude","mean.500","std.500"
"22",12137,55,2007-09-08,23,76,70,9,14,251,6,"Monarch",8,1,-84.32747,40.75,0,0
"22",12137,55,2007-09-08,23,76,70,9,14,251,6,"Spring/Summer Azure",1,1,-84.32747,40.75,0,0
"22",12137,55,2007-09-08,23,76,70,9,14,251,6,"Cabbage White",69,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Silver-spotted Skipper",2,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Painted Lady",1,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Pearl Crescent",13,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Least Skipper",2,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Unidentified Sulphur",4,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Black Swallowtail",1,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Monarch",56,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Cabbage White",54,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Red Admiral",1,1,-84.32747,40.75,0,0
"22",12138,60,2007-09-13,24,74,3,6,14,256,9,"Peck's Skipper",2,1,-84.32747,40.75,0,0
"22",12141,50,2007-09-19,25,85.5,10,8,14,262,6,"Least Skipper",1,1,-84.32747,40.75,0,0
"22",12141,50,2007-09-19,25,85.5,10,8,14,262,6,"Pearl Crescent",6,1,-84.32747,40.75,0,0
"22",12141,50,2007-09-19,25,85.5,10,8,14,262,6,"Cabbage White",55,1,-84.32747,40.75,0,0
"22",12135,60,2007-08-24,21,91,30,14,16,236,10,"Orange Sulphur",2,1,-84.32747,40.75,0,0
"22",12144,60,2007-10-06,27,84.5,50,7,16,279,3,"Cabbage White",30,1,-84.32747,40.75,0,0
"22",12146,45,2007-10-20,29,79.5,25,18,13,293,3,"Painted Lady",1,1,-84.32747,40.75,0,0
"22",12146,45,2007-10-20,29,79.5,25,18,13,293,3,"Cabbage White",12,1,-84.32747,40.75,0,0
"22",12146,45,2007-10-20,29,79.5,25,18,13,293,3,"Unidentified Sulphur",1,1,-84.32747,40.75,0,0
"22",12146,45,2007-10-20,29,79.5,25,18,13,293,3,"Red Admiral",1,1,-84.32747,40.75,0,0
"22",12141,50,2007-09-19,25,85.5,10,8,14,262,6,"Peck's Skipper",4,1,-84.32747,40.75,0,0
"22",12141,50,2007-09-19,25,85.5,10,8,14,262,6,"Monarch",5,1,-84.32747,40.75,0,0
"22",12141,50,2007-09-19,25,85.5,10,8,14,262,6,"Silver-spotted Skipper",1,1,-84.32747,40.75,0,0
"22",12141,50,2007-09-19,25,85.5,10,8,14,262,6,"Unidentified Sulphur",1,1,-84.32747,40.75,0,0
"22",12137,55,2007-09-08,23,76,70,9,14,251,6,"Orange Sulphur",1,1,-84.32747,40.75,0,0
"22",12144,60,2007-10-06,27,84.5,50,7,16,279,3,"Pearl Crescent",2,1,-84.32747,40.75,0,0
"22",12144,60,2007-10-06,27,84.5,50,7,16,279,3,"Unidentified Sulphur",4,1,-84.32747,40.75,0,0
"22",12144,60,2007-10-06,27,84.5,50,7,16,279,3,"Eastern Comma",1,1,-84.32747,40.75,0,0
"22",12135,60,2007-08-24,21,91,30,14,16,236,10,"Red Admiral",1,1,-84.32747,40.75,0,0
"22",13326,50,2007-09-05,23,73.5,100,12,15,248,3,"Pearl Crescent",1,1,-84.32747,40.75,0,0
"22",13326,50,2007-09-05,23,73.5,100,12,15,248,3,"Cabbage White",11,1,-84.32747,40.75,0,0
"22",13326,50,2007-09-05,23,73.5,100,12,15,248,3,"Monarch",11,1,-84.32747,40.75,0,0
"22",12137,55,2007-09-08,23,76,70,9,14,251,6,"Least Skipper",3,1,-84.32747,40.75,0,0
"23",11870,75,2007-05-22,8,83,40,13,13,142,6,"Silver-spotted Skipper",11,1,-82.08527,41.32489,7.482394,13.716818
"23",11870,75,2007-05-22,8,83,40,13,13,142,6,"Eastern Tiger Swallowtail",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11870,75,2007-05-22,8,83,40,13,13,142,6,"Little Wood Satyr",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Zabulon Skipper",11,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Cabbage White",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11867,85,2007-05-01,5,72,85,10,13,121,4,"Unidentified Duskywing",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Red Admiral",12,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Black Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Question Mark",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11868,85,2007-05-07,6,67.5,0,10,14,127,4,"Red Admiral",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Great Spangled Fritillary",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11868,85,2007-05-07,6,67.5,0,10,14,127,4,"Cabbage White",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11868,85,2007-05-07,6,67.5,0,10,14,127,4,"Question Mark",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Eastern Comma",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Red-spotted Purple",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Little Wood Satyr",16,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Zabulon Skipper",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Silver-spotted Skipper",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11869,105,2007-05-14,7,78,10,20,15,134,9,"Eastern Tiger Swallowtail",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Spring/Summer Azure",78,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Eastern Comma",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Orange Sulphur",7,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Tawny Emperor",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11867,85,2007-05-01,5,72,85,10,13,121,4,"Eastern Comma",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Tawny Emperor",12,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"American Snout Butterfly",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11868,85,2007-05-07,6,67.5,0,10,14,127,4,"Pearl Crescent",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Silver-spotted Skipper",23,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Red-spotted Purple",10,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Eastern Tiger Swallowtail",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Zabulon Skipper",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Spicebush Swallowtail",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"American Snout Butterfly",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Spring/Summer Azure",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Cabbage White",67,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Hackberry Emperor",17,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Monarch",19,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Monarch",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Orange Sulphur",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Great Spangled Fritillary",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Spicebush Swallowtail",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Giant Swallowtail",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"American Snout Butterfly",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Silver-spotted Skipper",25,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Monarch",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Red-spotted Purple",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Spring/Summer Azure",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Silver-spotted Skipper",17,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Eastern Tiger Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Little Wood Satyr",42,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Peck's Skipper",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Unidentified Sootywing",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Red-spotted Purple",9,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Red Admiral",17,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Red-spotted Purple",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11864,90,2007-04-01,1,68.5,50,16,11,91,2,"Eastern Comma",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11864,90,2007-04-01,1,68.5,50,16,11,91,2,"Mourning Cloak",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11865,70,2007-04-20,3,62,0,10,14,110,2,"Cabbage White",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11865,70,2007-04-20,3,62,0,10,14,110,2,"Mourning Cloak",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11866,60,2007-04-22,4,70.5,0,6,11,112,1,"Cabbage White",7,1,-82.08527,41.32489,7.482394,13.716818
"23",11867,85,2007-05-01,5,72,85,10,13,121,4,"Mourning Cloak",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11867,85,2007-05-01,5,72,85,10,13,121,4,"Question Mark",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11867,85,2007-05-01,5,72,85,10,13,121,4,"Red Admiral",13,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Viceroy",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Spring/Summer Azure",29,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Silver-spotted Skipper",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Orange Sulphur",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Cabbage White",8,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Hackberry Emperor",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Little Wood Satyr",12,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Spicebush Swallowtail",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Red Admiral",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"American Snout Butterfly",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11874,100,2007-06-18,12,83,35,8,11,169,11,"Eastern Comma",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11874,100,2007-06-18,12,83,35,8,11,169,11,"Red-spotted Purple",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11874,100,2007-06-18,12,83,35,8,11,169,11,"American Snout Butterfly",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11874,100,2007-06-18,12,83,35,8,11,169,11,"Red Admiral",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11874,100,2007-06-18,12,83,35,8,11,169,11,"Question Mark",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11874,100,2007-06-18,12,83,35,8,11,169,11,"Hackberry Emperor",31,1,-82.08527,41.32489,7.482394,13.716818
"23",11874,100,2007-06-18,12,83,35,8,11,169,11,"Spring/Summer Azure",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Eastern Comma",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11870,75,2007-05-22,8,83,40,13,13,142,6,"Red Admiral",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11870,75,2007-05-22,8,83,40,13,13,142,6,"Mourning Cloak",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11870,75,2007-05-22,8,83,40,13,13,142,6,"Zabulon Skipper",8,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Zabulon Skipper",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Red Admiral",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11875,110,2007-06-25,13,80,45,16,13,176,11,"Red Admiral",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11875,110,2007-06-25,13,80,45,16,13,176,11,"Silver-spotted Skipper",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11875,110,2007-06-25,13,80,45,16,13,176,11,"Little Wood Satyr",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11875,110,2007-06-25,13,80,45,16,13,176,11,"American Snout Butterfly",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Mourning Cloak",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Spicebush Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11871,95,2007-05-29,9,76,5,10,13,149,9,"Giant Swallowtail",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Silver-spotted Skipper",7,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Silver-spotted Skipper",13,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Zabulon Skipper",10,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Pearl Crescent",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Spicebush Swallowtail",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Cabbage White",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Spring/Summer Azure",10,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Eastern Tiger Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11872,95,2007-06-06,10,67,0,13,15,157,9,"Question Mark",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11873,105,2007-06-11,11,80,0,10,16,162,11,"Zabulon Skipper",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11876,105,2007-07-03,14,75,15,10,14,184,11,"Hackberry Emperor",17,1,-82.08527,41.32489,7.482394,13.716818
"23",11876,105,2007-07-03,14,75,15,10,14,184,11,"Red Admiral",10,1,-82.08527,41.32489,7.482394,13.716818
"23",11876,105,2007-07-03,14,75,15,10,14,184,11,"Tawny Emperor",9,1,-82.08527,41.32489,7.482394,13.716818
"23",11876,105,2007-07-03,14,75,15,10,14,184,11,"Common Sooty Wing",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Meadow Fritillary",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Spring/Summer Azure",39,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Clouded Sulphur",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Spicebush Swallowtail",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Red Admiral",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Silver-spotted Skipper",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Cabbage White",40,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Hackberry Emperor",16,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Unidentified Skipper",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Orange Sulphur",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11877,90,2007-07-12,15,77.5,50,16,13,193,13,"Red-spotted Purple",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Common Sooty Wing",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Red-spotted Purple",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Eastern Tiger Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Spring/Summer Azure",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Zabulon Skipper",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Monarch",9,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Eastern Comma",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Orange Sulphur",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Pearl Crescent",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Silver-spotted Skipper",11,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Cabbage White",62,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Hackberry Emperor",60,1,-82.08527,41.32489,7.482394,13.716818
"23",11887,115,2007-08-22,21,81.5,30,13,14,234,13,"Spicebush Swallowtail",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Question Mark",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Hackberry Emperor",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Eastern Tiger Swallowtail",5,1,-82.08527,41.32489,7.482394,13.716818
"23",11878,125,2007-07-20,16,71,45,16,12,201,14,"Cabbage White",99,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Orange Sulphur",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Cabbage White",60,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Eastern Tiger Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Spicebush Swallowtail",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Red-spotted Purple",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Question Mark",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Monarch",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Silver-spotted Skipper",30,1,-82.08527,41.32489,7.482394,13.716818
"23",11879,80,2007-07-26,17,69.5,97.5,6,12,207,9,"Spring/Summer Azure",14,1,-82.08527,41.32489,7.482394,13.716818
"23",11880,95,2007-07-30,18,76.5,0,13,12,211,13,"Question Mark",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11889,90,2007-08-27,22,76.5,10,10,15,239,8,"Hackberry Emperor",68,1,-82.08527,41.32489,7.482394,13.716818
"23",11889,90,2007-08-27,22,76.5,10,10,15,239,8,"Zabulon Skipper",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11889,90,2007-08-27,22,76.5,10,10,15,239,8,"Silver-spotted Skipper",11,1,-82.08527,41.32489,7.482394,13.716818
"23",11889,90,2007-08-27,22,76.5,10,10,15,239,8,"Painted Lady",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11889,90,2007-08-27,22,76.5,10,10,15,239,8,"Monarch",8,1,-82.08527,41.32489,7.482394,13.716818
"23",11889,90,2007-08-27,22,76.5,10,10,15,239,8,"Cabbage White",33,1,-82.08527,41.32489,7.482394,13.716818
"23",11889,90,2007-08-27,22,76.5,10,10,15,239,8,"Pearl Crescent",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11889,90,2007-08-27,22,76.5,10,10,15,239,8,"Red-spotted Purple",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Pearl Crescent",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Viceroy",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Silver-spotted Skipper",25,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Monarch",24,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Hackberry Emperor",40,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Orange Sulphur",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Cabbage White",37,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Red-spotted Purple",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11890,85,2007-09-04,23,81,35,8,14,247,9,"Spring/Summer Azure",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Zabulon Skipper",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Cabbage White",28,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Eastern Tiger Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"American Snout Butterfly",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Orange Sulphur",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Spicebush Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Silver-spotted Skipper",24,1,-82.08527,41.32489,7.482394,13.716818
"23",11881,100,2007-08-06,19,79,50,10,15,218,12,"Hackberry Emperor",15,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Red-spotted Purple",11,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Cabbage White",35,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Monarch",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Eastern Tiger Swallowtail",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11882,105,2007-08-13,20,74,0,10,13,225,9,"Hackberry Emperor",155,1,-82.08527,41.32489,7.482394,13.716818
"23",11892,85,2007-09-13,24,70,0,10,13,256,12,"Monarch",6,1,-82.08527,41.32489,7.482394,13.716818
"23",11892,85,2007-09-13,24,70,0,10,13,256,12,"Eastern Comma",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11892,85,2007-09-13,24,70,0,10,13,256,12,"Spicebush Swallowtail",1,1,-82.08527,41.32489,7.482394,13.716818
"23",11892,85,2007-09-13,24,70,0,10,13,256,12,"Red Admiral",2,1,-82.08527,41.32489,7.482394,13.716818
"23",11892,85,2007-09-13,24,70,0,10,13,256,12,"Red-spotted Purple",3,1,-82.08527,41.32489,7.482394,13.716818
"23",11892,85,2007-09-13,24,70,0,10,13,256,12,"Orange Sulphur",4,1,-82.08527,41.32489,7.482394,13.716818
"23",11892,85,2007-09-13,24,70,0,10,13,256,12,"Hackberry Emperor",8,1,-82.08527,41.32489,7.482394,13.716818
