Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"17,642",94.1
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,RYE,"RYE - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,560",20
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,697",30.7
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,SORGHUM,"SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"378,806",10.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,SUNFLOWER,"SUNFLOWER - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,529,437",15.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"280,805",16.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,958",50.9
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"166,797",9.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"6,013",35.9
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"25,270",10.7
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,948,47
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,288",15.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"21,337",10.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,697,24.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"25,354",10.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,RYE,"RYE - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,677",20
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,200",30.7
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,SORGHUM,"SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"83,007",10.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,106,522",15.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"88,806",16.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"88,806",16.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,660",50.9
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"255,604",9.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"15,229",10.7
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,493,47
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,891,15.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"13,808",10.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,37,24.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"15,481",10.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,510,12.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,436,12.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,74,9.2
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,740",94.1
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,POPCORN,"POPCORN, SHELLED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,RYE,"RYE - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,716",30.7
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"494,754",10.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,148,349",15.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"479,376",16.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,,,,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"479,376",16.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"14,300",50.9
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"132,899",9.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"10,982",35.9
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,GRASSES,"GRASSES, FESCUE, SEED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"25,518",10.7
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,530,47
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"3,981",15.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"20,453",10.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,554,24.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"25,661",10.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,293,12.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,293,12.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,753,94.1
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,RYE,"RYE - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,SORGHUM,"SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,360,32.1
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,SORGHUM,"SORGHUM, SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"95,429",10.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,SUNFLOWER,"SUNFLOWER - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,SUNFLOWER,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,SWITCHGRASS,"SWITCHGRASS - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,380,666",15.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"194,076",16.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"194,076",16.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"142,299",9.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,920",35.9
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,GRASSES,"GRASSES, FESCUE, SEED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"27,227",10.7
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,254",47
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,883,15.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"23,569",10.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,521",24.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"28,261",10.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,102",12.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,892",12.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,210,9.2
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,HERBS,"HERBS, DRY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,730",94.1
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,RYE,"RYE - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,994",20
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,SORGHUM,"SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"3,520",32.1
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"63,922",10.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,SUNFLOWER,"SUNFLOWER - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,807,881",15.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"38,716",16.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"38,716",16.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,436",9.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"6,121",10.7
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,829,15.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"4,882",10.8
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,410,24.3
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"6,190",10.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,142,12.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,129,12.6
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,13,9.2
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,HERBS,"HERBS, DRY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,RYE,"RYE - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,,,,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,103",30.7
